Price,Estimated owners,Positive,Negative,Genres,Owners_clean,Total_reviews,Review_score
0,20,1044,189,Strategy,20,1233,0.8467153284671532
0,1,25,0,Indie,1,25,1.0
60,1,14,13,"Simulation,Sports",1,27,0.5185185185185185
50,1,9,1,"Action,Casual,Indie,Racing,Strategy",1,10,0.9
0,4,1284,2056,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Early Access",4,3340,0.3844311377245509
60,2,2801,531,"Adventure,Casual,Indie,RPG,Simulation",2,3332,0.8406362545018007
75,5,6234,499,"Action,Adventure,Indie",5,6733,0.9258874201693154
0,1,19,3,"Casual,Indie,Strategy,Early Access",1,22,0.8636363636363636
0,21,3376,205,"Adventure,Casual,Indie,RPG,Simulation",21,3581,0.9427534208321697
0,5,75,5,"Adventure,Early Access",5,80,0.9375
0,1,243,459,Strategy,1,702,0.34615384615384615
60,424,10557,939,"Action,Indie,RPG,Strategy",424,11496,0.9183194154488518
0,3,59,21,"Indie,Simulation,Strategy",3,80,0.7375
0,4,4989,1039,Action,4,6028,0.8276376907763769
40,7,336,52,"Adventure,Casual",7,388,0.865979381443299
50,1,297,47,"Casual,Indie",1,344,0.8633720930232558
66,7,639,641,"Indie,Simulation",7,1280,0.49921875
75,2,293,190,Action,2,483,0.6066252587991718
25,102,5616,492,"Action,Indie,Simulation,Early Access",102,6108,0.9194499017681729
90,4,119,62,Racing,4,181,0.6574585635359116
60,4,1184,259,"Casual,Indie,Simulation",4,1443,0.8205128205128205
35,11,45,3,"Casual,Indie,Simulation",11,48,0.9375
50,1,1539,542,Adventure,1,2081,0.73954829408938
0,8,30,6,"Casual,Strategy",8,36,0.8333333333333334
47,106,236,65,"Action,Adventure,Indie,Massively Multiplayer",106,301,0.7840531561461794
0,2,203,19,"Adventure,Free To Play,Indie",2,222,0.9144144144144144
0,3,241,25,"Action,Indie,RPG",3,266,0.9060150375939849
60,84,6925,1521,Action,84,8446,0.8199147525455837
0,4,160,4,"Action,Adventure,Casual,Indie",4,164,0.975609756097561
70,8842,256362,19408,"Simulation,Strategy",8842,275770,0.9296225115132175
70,1,1320,286,"Adventure,Indie",1,1606,0.821917808219178
50,6,250,28,"Casual,Indie,Simulation",6,278,0.8992805755395683
0,5,121,73,"Indie,RPG,Simulation,Strategy,Free To Play",5,194,0.6237113402061856
0,1,351,45,"Action,Adventure,Free To Play,Indie,RPG",1,396,0.8863636363636364
90,1,435,309,"Action,Adventure,Indie,RPG",1,744,0.5846774193548387
0,37,2013,154,"Action,Casual,Indie",37,2167,0.9289340101522843
20,1,29,4,Indie,1,33,0.8787878787878788
0,1,38,19,"Action,Casual,Free To Play,Indie,Simulation,Sports",1,57,0.6666666666666666
70,4609,35043,17575,"Simulation,Strategy",4609,52618,0.6659888251168802
0,6,4428,68,"Action,Indie",6,4496,0.9848754448398577
15,2,184,30,"Casual,Indie,RPG,Strategy",2,214,0.8598130841121495
56,51,4537,83,"Adventure,Casual",51,4620,0.982034632034632
50,12,306,123,"Indie,Strategy",12,429,0.7132867132867133
0,781,330,130,"Simulation,Sports",781,460,0.717391304347826
85,13,859,840,"Action,Indie,Strategy",13,1699,0.505591524426133
85,28,6151,1028,Action,28,7179,0.8568045688814598
90,15038,178250,4027,"Indie,Strategy",15038,182277,0.9779072510519704
67,27,4307,105,"Casual,Indie",27,4412,0.9762012692656392
0,4,41,6,RPG,4,47,0.8723404255319149
0,7,435,42,"Action,Indie,Massively Multiplayer,Simulation,Early Access",7,477,0.9119496855345912
0,2,8261,1133,"Adventure,Free To Play,Indie,Simulation",2,9394,0.8793911007025761
80,1,10,0,"Adventure,Casual,Indie,Simulation",1,10,1.0
0,2,64,15,"Casual,Indie,RPG",2,79,0.810126582278481
35,4,520,42,"Action,Adventure",4,562,0.9252669039145908
75,20,1279,453,"Casual,Indie,Simulation,Strategy",20,1732,0.7384526558891455
0,97,379,423,"Casual,Indie,Simulation,Strategy,Free To Play",97,802,0.47256857855361595
60,1,80,9,"Adventure,Casual,Strategy",1,89,0.898876404494382
0,1,68,20,"Casual,Indie,Simulation",1,88,0.7727272727272727
67,5,84,40,Casual,5,124,0.6774193548387096
25,27,1349,49,"Indie,Simulation,Early Access",27,1398,0.9649499284692418
60,1,79,8,"Adventure,Casual,Indie,Simulation",1,87,0.9080459770114943
30,2,630,19,"Action,Indie,RPG",2,649,0.9707241910631741
30,1,31,20,"Action,Adventure,Strategy",1,51,0.6078431372549019
0,3,44,13,"Adventure,Indie",3,57,0.7719298245614035
40,3,1032,177,"Action,Indie",3,1209,0.8535980148883374
0,1,1078,135,"Adventure,Indie",1,1213,0.8887056883759274
55,2,124,4,"Adventure,Casual,Indie,Strategy",2,128,0.96875
36,6,159,9,"Casual,Indie,Simulation,Strategy",6,168,0.9464285714285714
80,1,6,0,"Casual,Indie",1,6,1.0
0,200,825,333,"Indie,Strategy,Free To Play",200,1158,0.7124352331606217
0,3,1012,123,"Adventure,Indie",3,1135,0.8916299559471366
50,9,395,174,"Action,Indie,Simulation,Strategy,Early Access",9,569,0.6942003514938488
0,3,1270,197,"Indie,Simulation,Free To Play",3,1467,0.8657123381049762
34,24,225,5,"Indie,Simulation",24,230,0.9782608695652174
0,1,136,57,"Adventure,Casual,Indie",1,193,0.7046632124352331
0,2,191,44,"Casual,Indie,Simulation",2,235,0.8127659574468085
0,1,16,5,"Action,Adventure,Indie",1,21,0.7619047619047619
0,2,2,0,"Action,Indie,RPG,Early Access",2,2,1.0
50,3,137,21,"Casual,Indie,Simulation",3,158,0.8670886075949367
0,2,631,201,Utilities,2,832,0.7584134615384616
45,1,112,13,"Adventure,Casual,Indie",1,125,0.896
0,2,269,209,"Indie,RPG,Strategy",2,478,0.5627615062761506
0,6,101,2,"Adventure,Casual,Indie",6,103,0.9805825242718447
20,91,1641,501,"Indie,Simulation,Strategy",91,2142,0.7661064425770309
80,23,17136,363,"Adventure,Indie",23,17499,0.9792559574832848
80,2,2072,1021,"Adventure,Indie",2,3093,0.6698997736825089
65,352,26261,2748,"Casual,Indie,Simulation,Sports",352,29009,0.9052707780344031
0,3,134,122,"Free To Play,Indie,Strategy",3,256,0.5234375
0,3,25,16,Casual,3,41,0.6097560975609756
0,1,33,7,"RPG,Strategy,Early Access",1,40,0.825
50,2,441,334,"Action,Indie,Early Access",2,775,0.5690322580645162
0,1,67,27,"Action,Casual,Indie,RPG,Strategy",1,94,0.7127659574468085
0,21,1117,125,"Action,Casual,Indie,Simulation,Sports,Early Access",21,1242,0.8993558776167472
0,2,186,43,"Action,Racing,Simulation,Sports",2,229,0.8122270742358079
90,218,35767,1470,"Indie,Strategy",218,37237,0.9605231355909445
0,1,49,6,"Casual,Indie,Strategy",1,55,0.8909090909090909
50,121,8518,299,"Adventure,Indie",121,8817,0.9660882386299194
50,2,612,142,"Action,Adventure,Indie",2,754,0.8116710875331565
15,102,3463,444,Adventure,102,3907,0.8863578192986946
95,1,208,61,"Action,Casual,Indie",1,269,0.7732342007434945
40,1,61,25,"Adventure,Indie,RPG",1,86,0.7093023255813954
50,6,2994,492,"Action,Adventure,Indie",6,3486,0.8588640275387264
90,3,425,131,"Action,Indie,Strategy",3,556,0.7643884892086331
0,1,430,172,"Action,Adventure,Casual,Indie,Strategy",1,602,0.7142857142857143
30,2,34,10,"Action,Casual,Indie,Simulation,Strategy",2,44,0.7727272727272727
90,14,57,41,"Casual,Indie,Simulation,Sports",14,98,0.5816326530612245
50,8,52,2,"Adventure,Indie,Strategy",8,54,0.9629629629629629
90,4,795,396,"Adventure,Indie,RPG,Strategy",4,1191,0.6675062972292192
85,1,300,74,"Action,Casual,Indie",1,374,0.8021390374331551
0,8,139,41,"Casual,Indie,Racing,Simulation,Early Access",8,180,0.7722222222222223
60,3,1769,187,"Adventure,Indie,Strategy",3,1956,0.90439672801636
50,1,13,2,Adventure,1,15,0.8666666666666667
70,5,16,2,"Adventure,Casual,Indie,Strategy",5,18,0.8888888888888888
0,2,53,58,"Free To Play,Indie,Strategy",2,111,0.4774774774774775
30,2,52,2,"Action,Adventure,Indie,RPG",2,54,0.9629629629629629
75,1,170,8,"Sexual Content,Nudity,Indie",1,178,0.9550561797752809
90,3,486,175,"Indie,RPG,Strategy",3,661,0.735249621785174
51,13,7934,265,Indie,13,8199,0.9676789852421027
85,1,472,305,Action,1,777,0.6074646074646075
0,683,21217,2633,"Casual,Simulation",683,23850,0.889601677148847
80,1,361,100,"Action,Adventure,Indie",1,461,0.7830802603036876
40,6,788,150,"Action,Adventure,Early Access",6,938,0.8400852878464818
40,3,275,13,"Action,Adventure,Casual,Indie,Simulation",3,288,0.9548611111111112
35,15,3446,301,Adventure,15,3747,0.9196690685882039
65,6,863,114,"Action,Adventure,Indie",6,977,0.8833162743091095
80,426,3020,285,"Action,Strategy",426,3305,0.913767019667171
20,2,341,90,"Action,Adventure,Indie,RPG",2,431,0.7911832946635731
0,1,69,52,Strategy,1,121,0.5702479338842975
35,55,3873,411,"Action,Adventure,Casual,Indie,Strategy",55,4284,0.90406162464986
0,4,23,0,"Casual,Indie",4,23,1.0
50,5,3463,436,"Casual,Indie,RPG,Simulation",5,3899,0.8881764555014107
0,2,264,129,"Indie,Simulation",2,393,0.6717557251908397
0,5,544,156,"Action,Adventure,Indie,Simulation,Early Access",5,700,0.7771428571428571
80,7,776,211,"Indie,Strategy",7,987,0.7862208713272543
0,50,20925,4981,"Action,Casual,Indie,Strategy,Free To Play",50,25906,0.8077279394734811
90,5,2310,521,Adventure,5,2831,0.8159660897209466
75,9,631,143,Action,9,774,0.8152454780361758
51,1,52,4,"Casual,Indie,Simulation",1,56,0.9285714285714286
25,82,2388,131,"Action,Adventure",82,2519,0.9479952362048432
0,1,168,67,"Action,Adventure,Casual,Indie,RPG,Simulation,Free To Play",1,235,0.7148936170212766
30,1,354,66,"Action,Adventure,Indie,Early Access",1,420,0.8428571428571429
50,15,24,41,"Casual,Indie,Simulation",15,65,0.36923076923076925
70,1658,79504,3912,"Massively Multiplayer,Racing,Simulation,Sports",1658,83416,0.9531025222978805
0,7,3578,220,Action,7,3798,0.942074776197999
70,5,288,203,"Adventure,RPG,Strategy",5,491,0.5865580448065173
88,1,48,16,Adventure,1,64,0.75
0,2,1034,443,Adventure,2,1477,0.7000677048070413
0,4,29,10,"Adventure,RPG",4,39,0.7435897435897436
0,354,4323,700,"Massively Multiplayer,Racing,Simulation,Sports",354,5023,0.8606410511646426
69,3,597,62,"Adventure,Casual",3,659,0.9059180576631259
90,387,26069,2997,"Adventure,Indie,RPG,Strategy",387,29066,0.8968898369228652
50,2,53,1,"Action,Indie,Strategy",2,54,0.9814814814814815
0,2,2434,435,"Action,Indie",2,2869,0.8483792262112234
85,2,198,159,"Racing,Simulation",2,357,0.5546218487394958
0,12,186,60,"Casual,Indie,Simulation,Strategy,Free To Play",12,246,0.7560975609756098
60,2,366,48,Action,2,414,0.8840579710144928
10,208,3326,475,"Action,Strategy",208,3801,0.8750328860826099
0,1,83,140,"Action,Adventure,Free To Play,Indie,Massively Multiplayer,RPG",1,223,0.3721973094170404
0,8,44,2,RPG,8,46,0.9565217391304348
50,1,62,8,"Adventure,Casual",1,70,0.8857142857142857
50,44,2114,632,"Indie,Simulation,Strategy",44,2746,0.7698470502549163
0,2,226,102,"Design & Illustration,Utilities",2,328,0.6890243902439024
80,23,12156,673,"Action,Adventure,Casual,Indie",23,12829,0.9475407280380388
70,1,31,0,"Adventure,RPG",1,31,1.0
0,7,3867,346,"Action,Indie",7,4213,0.9178732494659387
77,7,409,87,"Action,Adventure,Casual,Indie,RPG,Strategy",7,496,0.8245967741935484
50,144,29,15,"Indie,Simulation,Strategy",144,44,0.6590909090909091
0,7,64,19,Simulation,7,83,0.7710843373493976
0,36,5116,171,"Adventure,Indie",36,5287,0.9676565159825988
0,1,9,1,"Action,Adventure,Indie",1,10,0.9
0,3,15,2,"Indie,Simulation,Education,Software Training,Utilities",3,17,0.8823529411764706
0,3,385,34,"Indie,RPG",3,419,0.918854415274463
90,6,2637,440,"Action,Adventure,Indie",6,3077,0.8570035749106273
50,16,2104,345,"Adventure,RPG",16,2449,0.8591261739485504
75,4,117,12,"Casual,Indie",4,129,0.9069767441860465
50,3,183,59,"Action,Adventure,Indie",3,242,0.756198347107438
65,72,16617,1298,"Action,Indie",72,17915,0.9275467485347474
90,22,4058,742,RPG,22,4800,0.8454166666666667
70,233,7238,428,"Action,Adventure",233,7666,0.9441690581789721
60,361,4758,1871,Strategy,361,6629,0.7177553175441242
0,20,998,592,"Casual,Indie,RPG,Simulation,Strategy,Free To Play",20,1590,0.6276729559748427
70,26,519,7,Casual,26,526,0.9866920152091255
0,2,579,25,"Adventure,Indie",2,604,0.9586092715231788
70,1,546,35,"Action,Adventure,Indie,RPG,Sports",1,581,0.9397590361445783
30,124,25879,2620,"Action,Casual,Indie",124,28499,0.908066949717534
50,1,70,18,"Action,Indie",1,88,0.7954545454545454
50,35,1451,96,Strategy,35,1547,0.9379444085326438
0,1,74,15,"Action,Casual,Free To Play,Indie",1,89,0.8314606741573034
60,1,1009,500,Action,1,1509,0.6686547382372432
60,132,1948,1225,"Nudity,Violent,Action,Adventure,RPG",132,3173,0.6139300346675071
0,9,75,6,Sports,9,81,0.9259259259259259
0,7,36,14,"Casual,Sports,Strategy",7,50,0.72
85,1,395,146,"Action,Indie",1,541,0.7301293900184843
85,1,347,53,"Action,Indie",1,400,0.8675
40,8,1359,144,Adventure,8,1503,0.9041916167664671
72,1,480,69,"Adventure,Indie",1,549,0.8743169398907104
50,1,242,67,"Action,Indie",1,309,0.7831715210355987
0,1,3,1,"Adventure,Casual",1,4,0.75
60,1,102,39,Action,1,141,0.723404255319149
0,25,4649,346,"Action,Adventure,Indie",25,4995,0.9307307307307308
80,1,10,3,"Adventure,Casual",1,13,0.7692307692307693
35,9,281,32,Adventure,9,313,0.8977635782747604
55,7,403,111,"Adventure,Indie,RPG,Strategy",7,514,0.7840466926070039
60,2,489,114,"Indie,RPG",2,603,0.8109452736318408
0,1,369,239,"Indie,Simulation",1,608,0.6069078947368421
57,8,6252,212,"Adventure,Casual,Indie,RPG",8,6464,0.9672029702970297
0,3,1235,148,"Adventure,Casual,Indie",3,1383,0.8929862617498192
80,204,15271,7395,"Action,Adventure,RPG",204,22666,0.6737404041295332
66,17,480,131,"Action,Adventure,Indie",17,611,0.7855973813420621
20,170,6219,2155,"Action,Adventure,Indie,RPG",170,8374,0.7426558395032242
0,1,416,95,"Action,Adventure,Indie,Simulation,Strategy",1,511,0.8140900195694716
40,1,8,6,"Adventure,Indie,RPG",1,14,0.5714285714285714
67,2,2330,388,Adventure,2,2718,0.8572479764532744
0,1,312,29,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy",1,341,0.9149560117302052
90,12,190,109,"Adventure,Casual,Indie",12,299,0.6354515050167224
0,1,8,3,"Action,Casual",1,11,0.7272727272727273
85,1,516,597,"Action,Adventure,Indie,RPG,Simulation",1,1113,0.4636118598382749
70,1,58,20,"Indie,RPG",1,78,0.7435897435897436
0,1,19,7,"Action,Adventure,RPG,Early Access",1,26,0.7307692307692307
20,25,87,4,"Casual,Indie,RPG,Simulation,Early Access",25,91,0.9560439560439561
0,3,89,18,Casual,3,107,0.8317757009345794
0,1,244,35,"Adventure,Casual,Indie,Strategy",1,279,0.8745519713261649
50,26,8321,1273,"Action,Adventure,Indie,RPG,Simulation,Strategy",26,9594,0.8673129038982698
0,1,7,9,"Action,Casual,Indie,Simulation",1,16,0.4375
72,1,1274,76,"Casual,Indie,RPG,Simulation,Sports",1,1350,0.9437037037037037
0,2,38,9,"Action,Adventure,Casual,Indie,Massively Multiplayer,Free To Play",2,47,0.8085106382978723
70,1,182,50,Adventure,1,232,0.7844827586206896
30,1,108,14,"Adventure,Indie",1,122,0.8852459016393442
50,1,19,9,"RPG,Strategy",1,28,0.6785714285714286
75,3,186,16,"Adventure,Casual",3,202,0.9207920792079208
0,107,18987,3267,"Action,RPG",107,22254,0.8531949312483149
30,21,217,90,Casual,21,307,0.7068403908794788
80,7,400,57,Strategy,7,457,0.87527352297593
40,92,1098,161,"RPG,Strategy",92,1259,0.8721207307386815
0,1,219,67,"Simulation,Sports",1,286,0.7657342657342657
0,4,29,1,"Action,Casual,Indie",4,30,0.9666666666666667
75,6,1128,528,"Action,Adventure,Casual,Indie",6,1656,0.6811594202898551
0,14,484,91,Action,14,575,0.8417391304347827
85,1,933,138,"Adventure,Indie,RPG",1,1071,0.8711484593837535
0,2,92,166,"Action,Adventure,Indie,Massively Multiplayer,Simulation",2,258,0.35658914728682173
60,7,1311,321,"Action,Adventure,Indie,RPG",7,1632,0.8033088235294118
15,2,4,1,"Adventure,Indie",2,5,0.8
65,86,9788,941,"Action,Adventure",86,10729,0.9122937832043992
20,16,156,16,"Adventure,Indie,RPG,Strategy,Early Access",16,172,0.9069767441860465
80,8,3110,342,Action,8,3452,0.9009269988412515
30,9,565,5,"Action,Adventure,Indie",9,570,0.9912280701754386
0,20,17661,513,"Action,Adventure,Indie,Free To Play",20,18174,0.9717728623308023
60,3,110,65,"Casual,Indie,Simulation,Strategy",3,175,0.6285714285714286
60,13,123,22,"Casual,Indie,Simulation,Strategy",13,145,0.8482758620689655
90,1,417,165,"Adventure,RPG",1,582,0.7164948453608248
0,3,11,1,"Casual,Simulation,Sports",3,12,0.9166666666666666
60,29,572,338,Strategy,29,910,0.6285714285714286
50,3,531,176,"Indie,RPG,Strategy",3,707,0.751060820367751
0,32,60,2,"Indie,Strategy",32,62,0.967741935483871
30,18,14516,691,"Action,Casual,Indie,Racing,Simulation",18,15207,0.9545603998158743
70,2,81,88,"Indie,RPG,Simulation",2,169,0.47928994082840237
63,11,697,218,Strategy,11,915,0.7617486338797814
0,1,144,8,"Adventure,Casual,Indie,RPG,Simulation",1,152,0.9473684210526315
0,5,1194,169,"Adventure,Indie,RPG,Free To Play",5,1363,0.8760088041085841
0,1,38,24,"Action,Casual,Indie,Racing,Simulation,Sports",1,62,0.6129032258064516
0,4,146,158,"Adventure,Indie,RPG",4,304,0.48026315789473684
30,33,377,131,"Simulation,Strategy",33,508,0.7421259842519685
0,2,61,26,Casual,2,87,0.7011494252873564
20,39,54,9,"Action,Animation & Modeling,Design & Illustration,Education,Software Training,Utilities",39,63,0.8571428571428571
0,1,83,61,Sports,1,144,0.5763888888888888
0,215,26414,2682,"Action,Free To Play,Strategy",215,29096,0.9078223810833104
0,1,51,14,"Action,Adventure,Indie",1,65,0.7846153846153846
87,2,222,50,"Casual,Indie,RPG,Simulation,Strategy",2,272,0.8161764705882353
0,2,21,1,"Indie,Strategy",2,22,0.9545454545454546
0,4,612,435,"Action,Free To Play,Massively Multiplayer,Racing,Early Access",4,1047,0.5845272206303725
0,1,39,0,"Action,Indie",1,39,1.0
85,10,2964,339,"Action,Adventure,Casual,Indie,Simulation,Strategy",10,3303,0.8973660308810173
10,8,117,13,"Simulation,Strategy",8,130,0.9
0,2,82,13,"Action,Indie,Strategy,Early Access",2,95,0.8631578947368421
65,85,2068,350,"Casual,Strategy",85,2418,0.8552522746071133
0,1,7,0,"Adventure,Casual,Indie",1,7,1.0
0,1,17,13,Audio Production,1,30,0.5666666666666667
80,2,240,63,"Indie,Simulation,Strategy",2,303,0.7920792079207921
75,33,5652,661,"Adventure,Indie,RPG,Strategy",33,6313,0.8952954221447806
0,1,75,13,"Casual,Indie,Sports",1,88,0.8522727272727273
80,1,10,6,"Indie,Simulation,Sports,Strategy",1,16,0.625
50,1,99,7,"Action,Adventure,Casual,Indie",1,106,0.9339622641509434
70,2,2799,249,"Action,Casual,Indie",2,3048,0.9183070866141733
80,4,647,331,"Casual,Indie,RPG,Simulation,Strategy",4,978,0.6615541922290389
0,1,103,12,"Action,Adventure,Indie",1,115,0.8956521739130435
0,4,30,54,"Adventure,Casual,Free To Play,Indie,Strategy",4,84,0.35714285714285715
0,1,12,25,Indie,1,37,0.32432432432432434
0,16,486,46,"Indie,RPG,Strategy",16,532,0.9135338345864662
35,1,115,20,"Action,Casual,Indie,RPG,Early Access",1,135,0.8518518518518519
0,1,32,11,"Action,Adventure,Casual,Indie",1,43,0.7441860465116279
0,1,866,65,"Action,Indie,Free To Play",1,931,0.9301825993555317
50,1,552,91,"Casual,Indie,Strategy",1,643,0.8584758942457231
50,3,228,171,"Adventure,Indie,RPG",3,399,0.5714285714285714
0,23,8202,1297,"Action,Indie,Massively Multiplayer,Simulation,Strategy",23,9499,0.8634593115064744
0,2,110,12,"Casual,Indie,Simulation",2,122,0.9016393442622951
30,1,16,0,"Adventure,Casual,Simulation",1,16,1.0
0,2,51,9,Adventure,2,60,0.85
0,48,490,204,"Action,Casual,Indie,Simulation,Strategy",48,694,0.7060518731988472
80,3,629,72,"Action,Indie",3,701,0.8972895863052782
35,1,25,1,Strategy,1,26,0.9615384615384616
50,7,2609,238,"Adventure,Indie,RPG,Strategy",7,2847,0.9164032314717246
0,611,1321,340,"Action,Adventure,Casual,Indie",611,1661,0.7953040337146298
0,2,260,10,"Action,Indie",2,270,0.9629629629629629
70,39,2218,504,"Action,Adventure",39,2722,0.8148420279206466
63,38,2580,2061,Adventure,38,4641,0.5559146735617324
60,1,242,27,"Casual,Indie",1,269,0.8996282527881041
15,114,7484,259,"Adventure,Indie",114,7743,0.9665504326488441
0,1,71,25,"Casual,Indie,Simulation",1,96,0.7395833333333334
60,2,491,58,"Adventure,Casual,Indie",2,549,0.8943533697632058
0,1,37,2,"Action,Indie",1,39,0.9487179487179487
0,2,1286,195,Adventure,2,1481,0.8683322079675895
50,27,6161,325,"Action,Indie",27,6486,0.9498920752389762
0,1621,23863,1429,"Casual,Indie,Free To Play",1621,25292,0.9434999209236122
25,8,75,16,"Strategy,Early Access",8,91,0.8241758241758241
70,2,158,139,"Action,RPG",2,297,0.531986531986532
60,20,366,39,"Action,Casual,Indie",20,405,0.9037037037037037
51,4,225,93,"Casual,Indie,Simulation",4,318,0.7075471698113207
50,1,250,20,"Action,Adventure,Indie",1,270,0.9259259259259259
45,1,113,33,"Indie,RPG",1,146,0.773972602739726
60,16,286,116,"Simulation,Strategy",16,402,0.7114427860696517
55,1,294,14,"Adventure,Casual,Indie",1,308,0.9545454545454546
0,1,9,1,Casual,1,10,0.9
90,2,743,470,"Indie,Simulation,Strategy",2,1213,0.6125309150865622
50,1,29,5,"Casual,Indie,Racing,Simulation",1,34,0.8529411764705882
60,2,355,123,"Action,Casual",2,478,0.7426778242677824
67,1,128,31,Casual,1,159,0.8050314465408805
20,1,294,69,"Casual,Indie,Strategy",1,363,0.8099173553719008
75,764,9102,2860,Strategy,764,11962,0.760909546898512
0,31,468,154,"Free To Play,Simulation,Strategy",31,622,0.752411575562701
50,1,31,24,"Casual,Indie,Simulation,Strategy",1,55,0.5636363636363636
80,1565,37673,9288,"Action,Massively Multiplayer",1565,46961,0.8022188624603395
33,4,783,84,Strategy,4,867,0.903114186851211
80,250,24764,4520,RPG,250,29284,0.8456495014342303
40,1,2,0,"Adventure,Indie",1,2,1.0
0,3,3424,1018,"Action,Adventure,Indie,Massively Multiplayer,RPG",3,4442,0.7708239531742458
90,5,620,186,"Action,Adventure",5,806,0.7692307692307693
80,7,344,80,"Adventure,Casual,Indie,RPG",7,424,0.8113207547169812
51,1,15,4,"Casual,Indie",1,19,0.7894736842105263
90,22,5770,1718,"Action,Adventure,Casual,Indie,Simulation,Strategy",22,7488,0.7705662393162394
0,29,270,51,"Indie,Simulation",29,321,0.8411214953271028
54,1,43,7,"Casual,Indie,Simulation,Sports,Strategy",1,50,0.86
40,19,1684,120,"Adventure,Indie,RPG",19,1804,0.9334811529933481
0,1,42,3,"Action,Casual,Indie",1,45,0.9333333333333333
0,39,15132,1348,"Action,Adventure,RPG",39,16480,0.9182038834951456
65,1,653,68,"Action,Adventure,Indie",1,721,0.9056865464632455
60,106,80419,2554,"Adventure,Indie,RPG",106,82973,0.9692189025345594
70,958,29837,1575,"Simulation,Strategy",958,31412,0.9498599261428753
0,8,5770,716,"Action,Indie,Free To Play",8,6486,0.8896083872957139
50,1,1045,209,"Action,Adventure,Indie,RPG",1,1254,0.8333333333333334
70,27,13633,314,"Adventure,Indie,RPG",27,13947,0.9774861977486198
0,1,3970,1139,"Action,Casual,Indie",1,5109,0.7770600900371892
51,2,1303,126,"Action,Adventure,Indie",2,1429,0.9118264520643807
30,1,93,56,"Adventure,Indie,RPG,Strategy",1,149,0.6241610738255033
0,2,42,9,"Adventure,Indie,Strategy",2,51,0.8235294117647058
30,1,22,20,"Adventure,Casual,Indie",1,42,0.5238095238095238
0,1,51,4,"Action,Adventure,Casual,Indie",1,55,0.9272727272727272
0,1,36,14,Action,1,50,0.72
75,2,252,122,"Simulation,Strategy",2,374,0.6737967914438503
80,4,1243,428,"Action,Indie",4,1671,0.743865948533812
75,26,4079,206,"Action,Indie,RPG",26,4285,0.9519253208868145
50,1,151,62,"Action,Indie,Simulation",1,213,0.7089201877934272
80,12,1854,422,"Action,Adventure,RPG",12,2276,0.8145869947275922
50,27,1494,187,"Adventure,Casual,Indie,RPG,Simulation",27,1681,0.8887566924449732
88,1,961,447,"Action,Indie,RPG",1,1408,0.6825284090909091
0,6,61,5,"Adventure,Indie,Strategy,Early Access",6,66,0.9242424242424242
20,59,8023,274,"Action,Adventure,RPG",59,8297,0.9669760154272629
0,10,58,6,Casual,10,64,0.90625
0,1,88,63,"Action,Indie",1,151,0.5827814569536424
80,18,31,21,"Indie,Simulation,Sports,Strategy",18,52,0.5961538461538461
0,2,344,350,"Casual,RPG,Simulation",2,694,0.4956772334293948
0,6,662,68,"Action,Adventure,Casual,Indie,Free To Play",6,730,0.9068493150684932
30,1,75,6,"Adventure,Casual,Indie",1,81,0.9259259259259259
35,8,36,10,"Adventure,Strategy",8,46,0.782608695652174
85,1,75,10,"Action,Adventure,Indie",1,85,0.8823529411764706
70,4,1018,136,"Casual,Indie",4,1154,0.8821490467937608
0,5,405,29,"Casual,Indie,Simulation",5,434,0.9331797235023042
0,1,83,14,"Action,Casual,Indie,RPG,Simulation,Strategy",1,97,0.8556701030927835
0,1,88,20,Sports,1,108,0.8148148148148148
30,9,2021,32,"Action,Adventure,Indie",9,2053,0.9844130540672187
0,2,43,9,"Action,Adventure,Indie",2,52,0.8269230769230769
35,2,68,9,"Indie,RPG,Strategy",2,77,0.8831168831168831
0,2,71,10,"Casual,Simulation,Strategy",2,81,0.8765432098765432
67,21,2315,757,"Action,Adventure",21,3072,0.7535807291666666
50,4,138,149,"Indie,Strategy",4,287,0.4808362369337979
35,141,794,85,"Action,Adventure,Indie",141,879,0.9032992036405005
30,16,4343,43,"Adventure,Indie",16,4386,0.9901960784313726
80,2,1900,319,Strategy,2,2219,0.8562415502478594
75,44,7794,1010,Adventure,44,8804,0.8852794184461609
0,12,235,9,"Adventure,Casual,Indie,Simulation,Early Access",12,244,0.9631147540983607
50,4,50,1,"Adventure,Casual,Indie",4,51,0.9803921568627451
0,1,7,4,Utilities,1,11,0.6363636363636364
25,8,79,11,"Action,Adventure,Indie,RPG,Strategy",8,90,0.8777777777777778
0,4,202,44,Simulation,4,246,0.8211382113821138
0,3,451,36,Strategy,3,487,0.9260780287474333
75,2248,140260,5873,Action,2248,146133,0.9598105835095426
50,2,1504,60,Simulation,2,1564,0.9616368286445013
67,2,96,57,"Action,Simulation,Strategy",2,153,0.6274509803921569
0,147,1605,177,"Adventure,Indie,RPG,Strategy",147,1782,0.9006734006734006
60,1,88,44,"Action,Adventure,Indie",1,132,0.6666666666666666
0,1,420,59,"Adventure,Indie",1,479,0.8768267223382046
0,1,187,26,"Action,Indie,RPG",1,213,0.8779342723004695
20,1,74,37,"Adventure,Indie",1,111,0.6666666666666666
